code,date,hour,total,value,temp,wspd,prcp,coco
Esch,2022-01-01,01:00,442,19.0,10.0,10.8,0.0,5.0
Luxembourg,2022-01-01,01:00,290,16.0,10.0,10.8,0.0,5.0
Esch,2022-01-02,01:00,290,17.0,6.6,10.8,0.0,1.0
Luxembourg,2022-01-02,01:00,88,17.0,6.6,10.8,0.0,1.0
Esch,2022-01-03,01:00,198,16.0,8.2,25.2,0.0,5.0
Luxembourg,2022-01-03,01:00,18,5.0,8.2,25.2,0.0,5.0
Esch,2022-01-04,01:00,170,4.0,8.2,18.0,0.0,7.0
Luxembourg,2022-01-04,01:00,88,4.0,8.2,18.0,0.0,7.0
Esch,2022-01-05,01:00,170,10.0,5.0,18.0,0.0,5.0
Luxembourg,2022-01-05,01:00,54,5.0,5.0,18.0,0.0,5.0
Esch,2022-01-06,01:00,172,38.0,2.5,18.0,0.0,5.0
Luxembourg,2022-01-06,01:00,52,11.0,2.5,18.0,0.0,5.0
Esch,2022-01-07,01:00,146,6.0,-0.5,10.8,0.0,5.0
Luxembourg,2022-01-07,01:00,98,12.0,-0.5,10.8,0.0,5.0
Esch,2022-01-08,01:00,310,19.0,1.5,14.4,0.0,7.0
Luxembourg,2022-01-08,01:00,192,13.0,1.5,14.4,0.0,7.0
Esch,2022-01-09,01:00,434,7.0,3.6,21.6,0.0,7.0
Luxembourg,2022-01-09,01:00,162,5.0,3.6,21.6,0.0,7.0
Esch,2022-01-10,01:00,130,21.0,-0.4,3.6,0.0,5.0
Luxembourg,2022-01-10,01:00,104,7.0,-0.4,3.6,0.0,5.0
Esch,2022-01-11,01:00,164,10.0,-1.7,7.2,0.0,5.0
Luxembourg,2022-01-11,01:00,66,10.0,-1.7,7.2,0.0,5.0
Esch,2022-01-12,01:00,142,35.0,-5.0,10.8,0.0,5.0
Luxembourg,2022-01-12,01:00,68,21.0,-5.0,10.8,0.0,5.0
Esch,2022-01-13,01:00,122,11.0,0.0,14.4,0.0,5.0
Luxembourg,2022-01-13,01:00,92,12.0,0.0,14.4,0.0,5.0
Esch,2022-01-14,01:00,208,26.0,0.7,7.2,0.0,1.0
Luxembourg,2022-01-14,01:00,98,26.0,0.7,7.2,0.0,1.0
Esch,2022-01-15,01:00,348,36.0,0.0,14.4,0.0,1.0
Luxembourg,2022-01-15,01:00,206,34.0,0.0,14.4,0.0,1.0
Esch,2022-01-16,01:00,428,31.0,-1.0,10.8,0.0,5.0
Luxembourg,2022-01-16,01:00,204,33.0,-1.0,10.8,0.0,5.0
Esch,2022-01-17,01:00,112,10.0,-0.2,14.4,0.0,7.0
Luxembourg,2022-01-17,01:00,50,12.0,-0.2,14.4,0.0,7.0
Esch,2022-01-18,01:00,158,23.0,3.5,14.4,0.0,5.0
Luxembourg,2022-01-18,01:00,66,16.0,3.5,14.4,0.0,5.0
Esch,2022-01-19,01:00,170,9.0,2.1,10.8,0.0,5.0
Luxembourg,2022-01-19,01:00,58,9.0,2.1,10.8,0.0,5.0
Esch,2022-01-20,01:00,144,23.0,3.0,18.0,0.0,7.0
Luxembourg,2022-01-20,01:00,76,18.0,3.0,18.0,0.0,7.0
Esch,2022-01-21,01:00,33,23.0,0.0,10.8,0.0,5.0
Luxembourg,2022-01-21,01:00,104,15.0,0.0,10.8,0.0,5.0
Esch,2022-01-22,01:00,366,30.0,2.0,14.4,0.0,5.0
Luxembourg,2022-01-22,01:00,196,8.0,2.0,14.4,0.0,5.0
Esch,2022-01-23,01:00,552,17.0,2.7,14.4,0.0,5.0
Luxembourg,2022-01-23,01:00,232,7.0,2.7,14.4,0.0,5.0
Esch,2022-01-24,01:00,134,8.0,2.2,14.4,0.0,5.0
Luxembourg,2022-01-24,01:00,68,7.0,2.2,14.4,0.0,5.0
Esch,2022-01-25,01:00,112,20.0,-1.4,14.4,0.0,5.0
Luxembourg,2022-01-25,01:00,84,12.0,-1.4,14.4,0.0,5.0
Esch,2022-01-26,01:00,144,37.0,-2.0,7.6,0.0,5.0
Luxembourg,2022-01-26,01:00,80,33.0,-2.0,7.6,0.0,5.0
Esch,2022-01-27,01:00,138,11.0,-1.2,18.0,0.0,7.0
Luxembourg,2022-01-27,01:00,74,10.0,-1.2,18.0,0.0,7.0
Esch,2022-01-28,01:00,186,12.0,2.2,18.0,0.0,5.0
Luxembourg,2022-01-28,01:00,110,12.0,2.2,18.0,0.0,5.0
Esch,2022-01-29,01:00,436,12.0,1.7,18.0,0.0,5.0
Luxembourg,2022-01-29,01:00,218,10.0,1.7,18.0,0.0,5.0
Esch,2022-01-30,01:00,586,16.0,7.2,14.4,0.0,7.0
Luxembourg,2022-01-30,01:00,242,7.0,7.2,14.4,0.0,7.0
Esch,2022-01-31,01:00,154,5.0,1.2,10.8,0.0,5.0
Luxembourg,2022-01-31,01:00,70,11.0,1.2,10.8,0.0,5.0
Esch,2022-02-01,01:00,146,19.0,1.7,14.4,0.0,5.0
Luxembourg,2022-02-01,01:00,66,4.0,1.7,14.4,0.0,5.0
Esch,2022-02-02,01:00,168,27.0,7.6,21.6,0.0,5.0
Luxembourg,2022-02-02,01:00,64,5.0,7.6,21.6,0.0,5.0
Esch,2022-02-03,01:00,172,8.0,6.7,14.4,0.0,5.0
Luxembourg,2022-02-03,01:00,96,6.0,6.7,14.4,0.0,5.0
Esch,2022-02-04,01:00,168,12.0,3.7,14.4,0.0,5.0
Luxembourg,2022-02-04,01:00,92,9.0,3.7,14.4,0.0,5.0
Esch,2022-02-05,01:00,460,19.0,0.2,14.4,0.0,1.0
Luxembourg,2022-02-05,01:00,254,13.0,0.2,14.4,0.0,1.0
Esch,2022-02-06,01:00,472,10.0,3.7,25.2,0.0,5.0
Luxembourg,2022-02-06,01:00,238,4.0,3.7,25.2,0.0,5.0
Esch,2022-02-07,01:00,164,18.0,3.6,25.2,0.0,5.0
Luxembourg,2022-02-07,01:00,56,2.0,3.6,25.2,0.0,5.0
Esch,2022-02-08,01:00,154,10.0,1.1,10.8,0.0,5.0
Luxembourg,2022-02-08,01:00,72,15.0,1.1,10.8,0.0,5.0
Esch,2022-02-09,01:00,166,18.0,5.5,7.2,0.0,5.0
Luxembourg,2022-02-09,01:00,74,11.0,5.5,7.2,0.0,5.0
Esch,2022-02-10,01:00,226,22.0,2.7,7.2,0.0,1.0
Luxembourg,2022-02-10,01:00,104,30.0,2.7,7.2,0.0,1.0
Esch,2022-02-11,01:00,182,26.0,2.0,14.4,0.0,7.0
Luxembourg,2022-02-11,01:00,120,8.0,2.0,14.4,0.0,7.0
Esch,2022-02-12,01:00,562,31.0,-1.2,10.8,0.0,1.0
Luxembourg,2022-02-12,01:00,364,36.0,-1.2,10.8,0.0,1.0
Esch,2022-02-13,01:00,596,59.0,-1.9,10.8,0.0,1.0
Luxembourg,2022-02-13,01:00,358,36.0,-1.9,10.8,0.0,1.0
Esch,2022-02-14,01:00,208,4.0,6.7,21.6,0.0,5.0
Luxembourg,2022-02-14,01:00,82,6.0,6.7,21.6,0.0,5.0
Esch,2022-02-15,01:00,336,6.0,4.2,14.4,0.0,5.0
Luxembourg,2022-02-15,01:00,166,17.0,4.2,14.4,0.0,5.0
Esch,2022-02-16,01:00,176,4.0,5.1,25.2,0.0,7.0
Luxembourg,2022-02-16,01:00,100,4.0,5.1,25.2,0.0,7.0
Esch,2022-02-17,01:00,238,3.0,11.1,43.2,0.0,7.0
Luxembourg,2022-02-17,01:00,45,3.0,11.1,43.2,0.0,7.0
Esch,2022-02-18,01:00,246,17.0,7.5,18.0,0.0,5.0
Luxembourg,2022-02-18,01:00,168,5.0,7.5,18.0,0.0,5.0
Esch,2022-02-19,01:00,558,13.0,5.0,39.6,0.0,5.0
Luxembourg,2022-02-19,01:00,290,2.0,5.0,39.6,0.0,5.0
Esch,2022-02-20,01:00,642,13.0,4.5,28.8,0.0,7.0
Luxembourg,2022-02-20,01:00,494,5.0,4.5,28.8,0.0,7.0
Esch,2022-02-21,01:00,54,4.0,8.0,43.2,0.0,7.0
Luxembourg,2022-02-21,01:00,33,1.0,8.0,43.2,0.0,7.0
Esch,2022-02-22,01:00,194,19.0,4.0,18.4,0.0,5.0
Luxembourg,2022-02-22,01:00,84,5.0,4.0,18.4,0.0,5.0
Esch,2022-02-23,01:00,190,26.0,5.7,10.8,0.0,5.0
Luxembourg,2022-02-23,01:00,132,8.0,5.7,10.8,0.0,5.0
Esch,2022-02-24,01:00,216,23.0,6.6,10.8,0.0,5.0
Luxembourg,2022-02-24,01:00,142,13.0,6.6,10.8,0.0,5.0
Esch,2022-02-25,01:00,272,16.0,1.2,25.2,0.0,5.0
Luxembourg,2022-02-25,01:00,222,5.0,1.2,25.2,0.0,5.0
Esch,2022-02-26,01:00,534,42.0,-1.2,10.8,0.0,1.0
Luxembourg,2022-02-26,01:00,424,29.0,-1.2,10.8,0.0,1.0
Esch,2022-02-27,01:00,724,33.0,-0.2,14.4,0.0,1.0
Luxembourg,2022-02-27,01:00,452,18.0,-0.2,14.4,0.0,1.0
Esch,2022-02-28,01:00,168,11.0,1.1,14.4,0.0,1.0
Luxembourg,2022-02-28,01:00,66,17.0,1.1,14.4,0.0,1.0
Esch,2022-03-01,01:00,184,27.0,2.7,7.2,0.0,1.0
Luxembourg,2022-03-01,01:00,94,32.0,2.7,7.2,0.0,1.0
Esch,2022-03-02,01:00,198,31.0,1.2,10.8,0.0,5.0
Luxembourg,2022-03-02,01:00,118,35.0,1.2,10.8,0.0,5.0
Esch,2022-03-03,01:00,224,50.0,-0.2,7.2,0.0,1.0
Luxembourg,2022-03-03,01:00,172,42.0,-0.2,7.2,0.0,1.0
Esch,2022-03-04,01:00,226,29.0,2.5,14.4,0.0,1.0
Luxembourg,2022-03-04,01:00,178,39.0,2.5,14.4,0.0,1.0
Esch,2022-03-05,01:00,594,35.0,0.5,10.8,0.0,1.0
Luxembourg,2022-03-05,01:00,372,39.0,0.5,10.8,0.0,1.0
Esch,2022-03-06,01:00,614,41.0,-0.4,18.0,0.0,1.0
Luxembourg,2022-03-06,01:00,410,28.0,-0.4,18.0,0.0,1.0
Esch,2022-03-07,01:00,202,14.0,-2.2,18.0,0.0,1.0
Luxembourg,2022-03-07,01:00,64,8.0,-2.2,18.0,0.0,1.0
Esch,2022-03-08,01:00,178,10.0,-0.9,18.0,0.0,1.0
Luxembourg,2022-03-08,01:00,80,9.0,-0.9,18.0,0.0,1.0
Esch,2022-03-09,01:00,228,46.0,2.2,10.8,0.0,1.0
Luxembourg,2022-03-09,01:00,146,38.0,2.2,10.8,0.0,1.0
Esch,2022-03-10,01:00,238,40.0,3.2,7.2,0.0,1.0
Luxembourg,2022-03-10,01:00,126,44.0,3.2,7.2,0.0,1.0
Esch,2022-03-11,01:00,224,18.0,7.2,14.4,0.0,1.0
Luxembourg,2022-03-11,01:00,214,18.0,7.2,14.4,0.0,1.0
Esch,2022-03-12,01:00,574,13.0,8.2,14.4,0.0,7.0
Luxembourg,2022-03-12,01:00,426,10.0,8.2,14.4,0.0,7.0
Esch,2022-03-13,01:00,928,37.0,6.2,10.8,0.0,1.0
Luxembourg,2022-03-13,01:00,394,15.0,6.2,10.8,0.0,1.0
Esch,2022-03-14,01:00,194,10.0,6.7,14.4,0.0,7.0
Luxembourg,2022-03-14,01:00,80,4.0,6.7,14.4,0.0,7.0
Esch,2022-03-15,01:00,148,35.0,4.6,10.8,0.0,5.0
Luxembourg,2022-03-15,01:00,76,30.0,4.6,10.8,0.0,5.0
Esch,2022-03-16,01:00,192,18.0,4.5,14.4,0.0,5.0
Luxembourg,2022-03-16,01:00,114,13.0,4.5,14.4,0.0,5.0
Esch,2022-03-17,01:00,164,27.0,7.7,7.2,0.0,5.0
Luxembourg,2022-03-17,01:00,156,20.0,7.7,7.2,0.0,5.0
Esch,2022-03-18,01:00,216,19.0,4.1,25.2,0.0,5.0
Luxembourg,2022-03-18,01:00,256,12.0,4.1,25.2,0.0,5.0
Esch,2022-03-19,01:00,562,11.0,5.5,28.8,0.0,1.0
Luxembourg,2022-03-19,01:00,442,9.0,5.5,28.8,0.0,1.0
Esch,2022-03-20,01:00,646,18.0,1.7,21.6,0.0,1.0
Luxembourg,2022-03-20,01:00,396,10.0,1.7,21.6,0.0,1.0
Esch,2022-03-21,01:00,210,27.0,6.5,10.8,0.0,5.0
Luxembourg,2022-03-21,01:00,78,30.0,6.5,10.8,0.0,5.0
Esch,2022-03-22,01:00,140,36.0,9.2,10.8,0.0,1.0
Luxembourg,2022-03-22,01:00,82,34.0,9.2,10.8,0.0,1.0
Esch,2022-03-23,01:00,190,32.0,8.7,10.8,0.0,1.0
Luxembourg,2022-03-23,01:00,136,35.0,8.7,10.8,0.0,1.0
Esch,2022-03-24,01:00,212,30.0,7.6,18.0,0.0,1.0
Luxembourg,2022-03-24,01:00,134,35.0,7.6,18.0,0.0,1.0
Esch,2022-03-25,01:00,212,45.0,9.0,14.4,0.0,1.0
Luxembourg,2022-03-25,01:00,248,27.0,9.0,14.4,0.0,1.0
Esch,2022-03-26,01:00,486,45.0,8.2,18.0,0.0,1.0
Luxembourg,2022-03-26,01:00,354,18.0,8.2,18.0,0.0,1.0
Esch,2022-03-28,01:00,256,19.0,11.0,10.8,0.0,1.0
Luxembourg,2022-03-28,01:00,102,16.0,11.0,10.8,0.0,1.0
Esch,2022-03-30,01:00,216,14.0,9.1,18.0,0.0,5.0
Luxembourg,2022-03-30,01:00,124,7.0,9.1,18.0,0.0,5.0
Esch,2022-04-01,01:00,242,32.0,1.6,7.2,0.0,7.0
Luxembourg,2022-04-01,01:00,220,9.0,1.6,7.2,0.0,7.0
Esch,2022-04-03,01:00,652,30.0,-1.0,14.4,0.0,5.0
Luxembourg,2022-04-03,01:00,380,19.0,-1.0,14.4,0.0,5.0
Esch,2022-04-05,01:00,230,9.0,4.0,25.2,0.0,7.0
Luxembourg,2022-04-05,01:00,78,5.0,4.0,25.2,0.0,7.0
Esch,2022-04-07,01:00,272,6.0,8.5,28.8,0.0,5.0
Luxembourg,2022-04-07,01:00,136,3.0,8.5,28.8,0.0,5.0
Esch,2022-04-09,01:00,416,23.0,0.7,18.0,0.0,5.0
Luxembourg,2022-04-09,01:00,324,12.0,0.7,18.0,0.0,5.0
Esch,2022-04-11,01:00,254,24.0,4.7,7.2,0.0,5.0
Luxembourg,2022-04-11,01:00,120,15.0,4.7,7.2,0.0,5.0
Esch,2022-04-13,01:00,328,35.0,14.5,3.6,0.0,5.0
Luxembourg,2022-04-13,01:00,134,20.0,14.5,3.6,0.0,5.0
Esch,2022-04-15,01:00,400,22.0,13.7,14.4,0.0,1.0
Luxembourg,2022-04-15,01:00,228,18.0,13.7,14.4,0.0,1.0
Esch,2022-04-17,01:00,726,17.0,5.7,18.0,0.0,1.0
Luxembourg,2022-04-17,01:00,296,10.0,5.7,18.0,0.0,1.0
Esch,2022-04-19,01:00,234,16.0,10.7,10.8,0.0,1.0
Luxembourg,2022-04-19,01:00,92,19.0,10.7,10.8,0.0,1.0
Esch,2022-04-21,01:00,264,18.0,7.6,18.0,0.0,1.0
Luxembourg,2022-04-21,01:00,154,7.0,7.6,18.0,0.0,1.0
Esch,2022-04-23,01:00,676,20.0,10.4,21.6,0.0,1.0
Luxembourg,2022-04-23,01:00,422,9.0,10.4,21.6,0.0,1.0
Esch,2022-04-25,01:00,226,10.0,8.2,7.2,0.0,1.0
Luxembourg,2022-04-25,01:00,92,11.0,8.2,7.2,0.0,1.0
Esch,2022-06-22,01:00,346,13.0,17.9,21.6,0.0,1.0
Luxembourg,2022-06-22,01:00,250,8.0,17.9,21.6,0.0,1.0
Esch,2022-06-24,01:00,376,6.0,17.7,21.6,0.0,5.0
Luxembourg,2022-06-24,01:00,308,7.0,17.7,21.6,0.0,5.0
Esch,2022-06-26,01:00,916,14.0,15.0,10.8,0.0,5.0
Luxembourg,2022-06-26,01:00,330,11.0,15.0,10.8,0.0,5.0
Esch,2022-06-28,01:00,286,8.0,13.3,3.6,0.0,1.0
Luxembourg,2022-06-28,01:00,210,12.0,13.3,3.6,0.0,1.0
Esch,2022-06-30,01:00,322,13.0,19.7,10.8,0.0,1.0
Luxembourg,2022-06-30,01:00,312,11.0,19.7,10.8,0.0,1.0
Esch,2022-07-02,01:00,764,18.0,13.9,3.6,0.0,1.0
Luxembourg,2022-07-02,01:00,458,15.0,13.9,3.6,0.0,1.0
Esch,2022-07-04,01:00,348,19.0,16.5,10.8,0.0,1.0
Luxembourg,2022-07-04,01:00,160,6.0,16.5,10.8,0.0,1.0
Esch,2022-07-06,01:00,338,13.0,15.7,18.0,0.0,1.0
Luxembourg,2022-07-06,01:00,234,7.0,15.7,18.0,0.0,1.0
Esch,2022-07-08,01:00,402,13.0,13.0,16.6,0.0,1.0
Luxembourg,2022-07-08,01:00,286,8.0,13.0,16.6,0.0,1.0
Esch,2022-07-10,01:00,1042,24.0,16.1,14.4,0.0,5.0
Luxembourg,2022-07-10,01:00,538,6.0,16.1,14.4,0.0,5.0
Esch,2022-07-12,01:00,312,13.0,16.3,18.0,0.0,1.0
Luxembourg,2022-07-12,01:00,150,11.0,16.3,18.0,0.0,1.0
Esch,2022-07-14,01:00,382,15.0,23.1,10.8,0.0,1.0
Luxembourg,2022-07-14,01:00,254,12.0,23.1,10.8,0.0,1.0
Esch,2022-07-16,01:00,1146,23.0,15.9,14.4,0.0,1.0
Luxembourg,2022-07-16,01:00,470,17.0,15.9,14.4,0.0,1.0
Esch,2022-07-18,01:00,412,17.0,20.1,14.4,0.0,1.0
Luxembourg,2022-07-18,01:00,214,14.0,20.1,14.4,0.0,1.0
Esch,2022-07-20,01:00,334,26.0,27.5,10.8,0.0,1.0
Luxembourg,2022-07-20,01:00,180,18.0,27.5,10.8,0.0,1.0
Esch,2022-07-22,01:00,316,13.0,17.1,14.4,0.0,1.0
Luxembourg,2022-07-22,01:00,214,8.0,17.1,14.4,0.0,1.0
Esch,2022-07-24,01:00,998,22.0,18.8,14.4,0.0,1.0
Luxembourg,2022-07-24,01:00,470,21.0,18.8,14.4,0.0,1.0
Esch,2022-07-26,01:00,222,7.0,18.8,10.8,0.0,1.0
Luxembourg,2022-07-26,01:00,142,5.0,18.8,10.8,0.0,1.0
Esch,2022-07-28,01:00,294,9.0,15.2,25.2,0.0,5.0
Luxembourg,2022-07-28,01:00,202,7.0,15.2,25.2,0.0,5.0
Esch,2022-07-30,01:00,568,21.0,19.8,10.8,0.0,1.0
Luxembourg,2022-07-30,01:00,378,22.0,19.8,10.8,0.0,1.0
Esch,2022-08-01,01:00,338,16.0,20.6,10.8,0.0,5.0
Luxembourg,2022-08-01,01:00,154,8.0,20.6,10.8,0.0,5.0
Esch,2022-08-03,01:00,302,25.0,22.2,10.8,0.0,1.0
Luxembourg,2022-08-03,01:00,128,9.0,22.2,10.8,0.0,1.0
Esch,2022-08-05,01:00,338,13.0,21.1,21.6,0.3,7.0
Luxembourg,2022-08-05,01:00,182,11.0,21.1,21.6,0.3,7.0
Esch,2022-08-07,01:00,552,27.0,15.1,25.2,0.0,1.0
Luxembourg,2022-08-07,01:00,356,7.0,15.1,25.2,0.0,1.0
Esch,2022-08-09,01:00,262,17.0,18.7,25.2,0.0,1.0
Luxembourg,2022-08-09,01:00,86,9.0,18.7,25.2,0.0,1.0
Esch,2022-08-11,01:00,232,14.0,20.0,14.4,0.0,1.0
Luxembourg,2022-08-11,01:00,164,8.0,20.0,14.4,0.0,1.0
Esch,2022-08-13,01:00,482,23.0,19.9,10.8,0.0,1.0
Luxembourg,2022-08-13,01:00,242,17.0,19.9,10.8,0.0,1.0
Esch,2022-08-15,01:00,384,10.0,20.3,14.4,0.0,5.0
Luxembourg,2022-08-15,01:00,160,6.0,20.3,14.4,0.0,5.0
Esch,2022-08-17,01:00,208,14.0,20.6,7.2,0.0,5.0
Luxembourg,2022-08-17,01:00,132,15.0,20.6,7.2,0.0,5.0
Esch,2022-08-19,01:00,260,16.0,20.0,14.4,0.0,5.0
Luxembourg,2022-08-19,01:00,182,9.0,20.0,14.4,0.0,5.0
Esch,2022-08-21,01:00,620,25.0,18.0,14.4,0.0,1.0
Luxembourg,2022-08-21,01:00,544,29.0,18.0,14.4,0.0,1.0
Esch,2022-08-23,01:00,230,16.0,19.9,10.8,0.0,1.0
Luxembourg,2022-08-23,01:00,244,17.0,19.9,10.8,0.0,1.0
Esch,2022-08-25,01:00,270,22.0,22.7,10.8,0.0,1.0
Luxembourg,2022-08-25,01:00,318,19.0,22.7,10.8,0.0,1.0
Esch,2022-08-27,01:00,392,14.0,17.8,14.4,0.0,5.0
Luxembourg,2022-08-27,01:00,422,8.0,17.8,14.4,0.0,5.0
Esch,2022-08-29,01:00,256,12.0,16.6,25.2,0.0,1.0
Luxembourg,2022-08-29,01:00,280,6.0,16.6,25.2,0.0,1.0
Esch,2022-09-02,01:00,234,22.0,15.7,14.4,0.0,1.0
Luxembourg,2022-09-02,01:00,330,16.0,15.7,14.4,0.0,1.0
Esch,2022-09-04,01:00,816,26.0,14.9,10.8,0.0,1.0
Luxembourg,2022-09-04,01:00,560,18.0,14.9,10.8,0.0,1.0
Esch,2022-09-06,01:00,286,17.0,17.3,18.0,0.0,5.0
Luxembourg,2022-09-06,01:00,322,7.0,17.3,18.0,0.0,5.0
Esch,2022-09-08,01:00,258,17.0,15.8,10.8,1.2,5.0
Luxembourg,2022-09-08,01:00,452,17.0,15.8,10.8,1.2,5.0
Esch,2022-09-10,01:00,684,23.0,13.1,14.4,0.0,5.0
Luxembourg,2022-09-10,01:00,370,5.0,13.1,14.4,0.0,5.0
Esch,2022-09-12,01:00,232,16.0,12.9,3.6,0.0,5.0
Luxembourg,2022-09-12,01:00,132,11.0,12.9,3.6,0.0,5.0
Esch,2022-09-16,01:00,284,22.0,12.7,10.8,0.0,5.0
Luxembourg,2022-09-16,01:00,200,7.0,12.7,10.8,0.0,5.0
Esch,2022-09-18,01:00,754,23.0,8.5,18.0,0.0,5.0
Luxembourg,2022-09-18,01:00,348,4.0,8.5,18.0,0.0,5.0
Esch,2022-09-20,01:00,214,20.0,7.2,3.6,0.0,1.0
Luxembourg,2022-09-20,01:00,96,15.0,7.2,3.6,0.0,1.0
Esch,2022-09-22,01:00,242,21.0,9.0,14.4,0.0,1.0
Luxembourg,2022-09-22,01:00,194,18.0,9.0,14.4,0.0,1.0
Esch,2022-09-28,01:00,202,18.0,8.2,14.4,0.0,5.0
Luxembourg,2022-09-28,01:00,158,4.0,8.2,14.4,0.0,5.0
Esch,2022-09-30,01:00,242,16.0,5.6,7.2,0.0,1.0
Luxembourg,2022-09-30,01:00,218,15.0,5.6,7.2,0.0,1.0
Esch,2022-10-02,01:00,724,24.0,11.7,18.0,0.0,5.0
Luxembourg,2022-10-02,01:00,420,8.0,11.7,18.0,0.0,5.0
Esch,2022-10-04,01:00,202,13.0,7.6,7.2,0.0,1.0
Luxembourg,2022-10-04,01:00,96,10.0,7.6,7.2,0.0,1.0
Esch,2022-10-06,01:00,252,14.0,14.2,18.0,0.0,1.0
Luxembourg,2022-10-06,01:00,140,3.0,14.2,18.0,0.0,1.0
Esch,2022-10-08,01:00,562,15.0,10.0,7.2,0.0,5.0
Luxembourg,2022-10-08,01:00,406,17.0,10.0,7.2,0.0,5.0
Esch,2022-10-10,01:00,240,24.0,8.7,10.8,0.0,1.0
Luxembourg,2022-10-10,01:00,90,13.0,8.7,10.8,0.0,1.0
Esch,2022-10-12,01:00,220,12.0,7.0,10.8,0.0,1.0
Luxembourg,2022-10-12,01:00,128,16.0,7.0,10.8,0.0,1.0
Esch,2022-10-14,01:00,258,9.0,11.1,11.0,0.0,5.0
Luxembourg,2022-10-14,01:00,218,10.0,11.1,11.0,0.0,5.0
Esch,2022-10-16,01:00,694,12.0,12.6,10.8,0.0,5.0
Luxembourg,2022-10-16,01:00,406,14.0,12.6,10.8,0.0,5.0
Esch,2022-10-18,01:00,63,9.0,15.6,11.0,4.0,7.0
Luxembourg,2022-10-18,01:00,98,10.0,15.6,11.0,4.0,7.0
Esch,2022-10-20,01:00,190,8.0,10.7,10.8,0.0,5.0
Luxembourg,2022-10-20,01:00,138,7.0,10.7,10.8,0.0,5.0
Esch,2022-10-22,01:00,734,6.0,14.5,10.8,0.0,5.0
Luxembourg,2022-10-22,01:00,442,15.0,14.5,10.8,0.0,5.0
Esch,2022-10-24,01:00,172,4.0,14.0,18.0,0.0,1.0
Luxembourg,2022-10-24,01:00,106,6.0,14.0,18.0,0.0,1.0
Esch,2022-10-26,01:00,222,14.0,13.0,10.8,0.0,7.0
Luxembourg,2022-10-26,01:00,118,12.0,13.0,10.8,0.0,7.0
Esch,2022-10-28,01:00,202,6.0,16.1,10.8,0.0,5.0
Luxembourg,2022-10-28,01:00,280,7.0,16.1,10.8,0.0,5.0
Esch,2022-10-30,01:00,798,40.0,13.5,7.2,0.0,1.0
Luxembourg,2022-10-30,01:00,352,21.0,13.5,7.2,0.0,1.0
Esch,2022-10-31,01:00,288,20.0,11.7,7.2,0.0,1.0
Luxembourg,2022-10-31,01:00,136,21.0,11.7,7.2,0.0,1.0
Esch,2022-11-01,01:00,520,6.0,13.2,10.8,1.1,7.0
Luxembourg,2022-11-01,01:00,356,6.0,13.2,10.8,1.1,7.0
Esch,2022-11-02,01:00,182,4.0,8.0,10.8,0.0,1.0
Luxembourg,2022-11-02,01:00,86,7.0,8.0,10.8,0.0,1.0
Esch,2022-11-03,01:00,288,5.0,7.7,14.4,0.0,5.0
Luxembourg,2022-11-03,01:00,96,31.0,7.7,14.4,0.0,5.0
Esch,2022-11-04,01:00,240,7.0,8.5,14.4,0.0,5.0
Luxembourg,2022-11-04,01:00,180,5.0,8.5,14.4,0.0,5.0
Esch,2022-11-05,01:00,554,28.0,7.5,14.4,0.0,5.0
Luxembourg,2022-11-05,01:00,398,11.0,7.5,14.4,0.0,5.0
Esch,2022-11-06,01:00,744,13.0,6.6,14.4,0.0,5.0
Luxembourg,2022-11-06,01:00,318,12.0,6.6,14.4,0.0,5.0
Esch,2022-11-07,01:00,154,6.0,8.5,14.4,0.0,7.0
Luxembourg,2022-11-07,01:00,106,3.0,8.5,14.4,0.0,7.0
Esch,2022-11-08,01:00,190,5.0,9.2,18.0,0.0,1.0
Luxembourg,2022-11-08,01:00,82,14.0,9.2,18.0,0.0,1.0
Esch,2022-11-09,01:00,184,4.0,11.7,14.4,0.2,7.0
Luxembourg,2022-11-09,01:00,168,3.0,11.7,14.4,0.2,7.0
Esch,2022-11-10,01:00,236,11.0,7.5,10.8,0.0,1.0
Luxembourg,2022-11-10,01:00,182,15.0,7.5,10.8,0.0,1.0
Esch,2022-11-11,01:00,250,13.0,7.2,7.2,0.0,5.0
Luxembourg,2022-11-11,01:00,310,9.0,7.2,7.2,0.0,5.0
Esch,2022-11-12,01:00,530,20.0,4.2,7.2,0.0,5.0
Luxembourg,2022-11-12,01:00,502,36.0,4.2,7.2,0.0,5.0
Esch,2022-11-13,01:00,632,20.0,3.2,3.6,0.0,5.0
Luxembourg,2022-11-13,01:00,472,18.0,3.2,3.6,0.0,5.0
Esch,2022-11-14,01:00,200,23.0,4.7,7.2,0.0,1.0
Luxembourg,2022-11-14,01:00,118,22.0,4.7,7.2,0.0,1.0
Esch,2022-11-15,01:00,174,5.0,10.0,14.4,0.0,7.0
Luxembourg,2022-11-15,01:00,112,11.0,10.0,14.4,0.0,7.0
Esch,2022-11-16,01:00,198,6.0,10.7,14.4,3.0,7.0
Luxembourg,2022-11-16,01:00,112,7.0,10.7,14.4,3.0,7.0
Esch,2022-11-17,01:00,212,10.0,8.5,21.6,0.8,7.0
Luxembourg,2022-11-17,01:00,182,4.0,8.5,21.6,0.8,7.0
Esch,2022-11-18,01:00,260,16.0,8.0,10.8,0.0,5.0
Luxembourg,2022-11-18,01:00,212,13.0,8.0,10.8,0.0,5.0
