code,date,hour,total,value,temp,wspd,prcp,coco
Esch,2022-10-25,19:00,1306,42.0,11.2,7.2,0.0,5.0
Luxembourg,2022-10-25,19:00,2122,34.0,11.2,7.2,0.0,5.0
Esch,2022-10-26,19:00,1280,47.0,15.1,7.2,0.0,1.0
Luxembourg,2022-10-26,19:00,2086,42.0,15.1,7.2,0.0,1.0
Esch,2022-10-27,19:00,1340,35.0,17.6,10.8,0.0,5.0
Luxembourg,2022-10-27,19:00,2132,27.0,17.6,10.8,0.0,5.0
Esch,2022-10-28,19:00,1382,62.0,18.6,10.8,0.0,5.0
Luxembourg,2022-10-28,19:00,2018,54.0,18.6,10.8,0.0,5.0
Esch,2022-10-29,19:00,1704,67.0,17.2,10.8,0.0,5.0
Luxembourg,2022-10-29,19:00,1498,23.0,17.2,10.8,0.0,5.0
Esch,2022-10-30,19:00,1730,50.0,15.2,10.8,0.0,5.0
Luxembourg,2022-10-30,19:00,1000,40.0,15.2,10.8,0.0,5.0
Esch,2022-10-31,19:00,1678,24.0,14.7,14.4,0.0,1.0
Luxembourg,2022-10-31,19:00,1538,36.0,14.7,14.4,0.0,1.0
Esch,2022-11-01,19:00,1394,15.0,10.5,18.0,0.0,1.0
Luxembourg,2022-11-01,19:00,814,19.0,10.5,18.0,0.0,1.0
Esch,2022-11-02,19:00,1514,58.0,7.6,10.8,0.0,1.0
Luxembourg,2022-11-02,19:00,1914,62.0,7.6,10.8,0.0,1.0
Esch,2022-11-03,19:00,1220,44.0,10.1,18.0,1.8,7.0
Luxembourg,2022-11-03,19:00,1582,32.0,10.1,18.0,1.8,7.0
Esch,2022-11-04,19:00,1608,57.0,8.5,10.8,0.0,7.0
Luxembourg,2022-11-04,19:00,1866,23.0,8.5,10.8,0.0,7.0
Esch,2022-11-05,19:00,1774,45.0,6.6,10.8,0.0,5.0
Luxembourg,2022-11-05,19:00,1348,30.0,6.6,10.8,0.0,5.0
Esch,2022-11-06,19:00,1210,11.0,6.7,14.4,0.0,5.0
Luxembourg,2022-11-06,19:00,818,18.0,6.7,14.4,0.0,5.0
Esch,2022-11-07,19:00,1360,26.0,11.2,14.4,0.0,5.0
Luxembourg,2022-11-07,19:00,2120,39.0,11.2,14.4,0.0,5.0
Esch,2022-11-08,19:00,1374,17.0,13.1,10.8,0.0,5.0
Luxembourg,2022-11-08,19:00,2174,40.0,13.1,10.8,0.0,5.0
Esch,2022-11-09,19:00,1290,45.0,10.7,14.4,0.0,5.0
Luxembourg,2022-11-09,19:00,2186,31.0,10.7,14.4,0.0,5.0
Esch,2022-11-10,19:00,1368,53.0,7.7,10.8,0.0,5.0
Luxembourg,2022-11-10,19:00,2168,38.0,7.7,10.8,0.0,5.0
Esch,2022-11-11,19:00,1358,26.0,6.1,7.2,0.0,5.0
Luxembourg,2022-11-11,19:00,2086,31.0,6.1,7.2,0.0,5.0
Esch,2022-11-12,19:00,1870,34.0,5.5,3.6,0.0,5.0
Luxembourg,2022-11-12,19:00,1772,22.0,5.5,3.6,0.0,5.0
Esch,2022-11-13,19:00,1630,42.0,9.0,14.4,0.0,1.0
Luxembourg,2022-11-13,19:00,1010,51.0,9.0,14.4,0.0,1.0
Esch,2022-11-14,19:00,1194,45.0,5.5,7.2,1.1,5.0
Luxembourg,2022-11-14,19:00,2128,31.0,5.5,7.2,1.1,5.0
Esch,2022-11-15,19:00,1190,39.0,10.7,18.0,1.0,7.0
Luxembourg,2022-11-15,19:00,2066,24.0,10.7,18.0,1.0,7.0
Esch,2022-11-16,19:00,1734,19.0,9.0,10.8,0.0,5.0
Luxembourg,2022-11-16,19:00,2086,28.0,9.0,10.8,0.0,5.0
Esch,2022-11-17,19:00,1776,40.0,7.5,7.2,0.0,5.0
Luxembourg,2022-11-17,19:00,2086,43.0,7.5,7.2,0.0,5.0
Esch,2022-11-18,19:00,1968,56.0,7.0,14.4,0.0,5.0
Esch,2022-11-19,19:00,1818,40.0,6.5,21.6,0.0,5.0
Esch,2022-11-20,19:00,1156,33.0,5.5,18.0,0.2,5.0
Esch,2022-11-21,19:00,1780,18.0,5.5,18.0,0.5,5.0
Luxembourg,2022-11-21,19:00,1956,18.0,5.5,18.0,0.5,5.0
Esch,2022-11-22,19:00,1668,32.0,6.0,21.6,0.0,5.0
Luxembourg,2022-11-22,19:00,2216,21.0,6.0,21.6,0.0,5.0
Esch,2022-11-23,19:00,1740,45.0,6.2,14.4,0.0,5.0
Luxembourg,2022-11-23,19:00,2098,19.0,6.2,14.4,0.0,5.0
Esch,2022-11-24,19:00,1746,44.0,5.0,10.8,0.0,1.0
Luxembourg,2022-11-24,19:00,2192,51.0,5.0,10.8,0.0,1.0
Esch,2022-11-25,19:00,1930,65.0,7.5,10.8,0.0,5.0
Luxembourg,2022-11-25,19:00,2156,44.0,7.5,10.8,0.0,5.0
Esch,2022-11-26,19:00,1976,48.0,5.2,7.2,0.0,5.0
Luxembourg,2022-11-26,19:00,1832,21.0,5.2,7.2,0.0,5.0
Esch,2022-11-27,19:00,1400,36.0,5.5,14.4,0.0,5.0
Luxembourg,2022-11-27,19:00,1232,21.0,5.5,14.4,0.0,5.0
Esch,2022-11-28,19:00,1700,40.0,6.8,10.8,0.4,5.0
Luxembourg,2022-11-28,19:00,2050,25.0,6.8,10.8,0.4,5.0
Esch,2022-11-29,19:00,1838,54.0,6.0,10.8,0.0,1.0
Luxembourg,2022-11-29,19:00,2270,35.0,6.0,10.8,0.0,1.0
Esch,2022-11-30,19:00,1850,42.0,4.7,14.4,0.0,5.0
Luxembourg,2022-11-30,19:00,2192,22.0,4.7,14.4,0.0,5.0
Esch,2022-12-01,19:00,1868,43.0,4.0,18.0,0.0,5.0
Luxembourg,2022-12-01,19:00,2260,24.0,4.0,18.0,0.0,5.0
Esch,2022-12-02,19:00,1992,32.0,0.0,25.2,0.0,7.0
Luxembourg,2022-12-02,19:00,1950,18.0,0.0,25.2,0.0,7.0
Esch,2022-12-05,19:00,1728,29.0,1.7,14.4,0.0,5.0
Luxembourg,2022-12-05,19:00,2050,18.0,1.7,14.4,0.0,5.0
Esch,2022-12-06,19:00,1702,52.0,2.2,10.8,0.0,5.0
Luxembourg,2022-12-06,19:00,2024,31.0,2.2,10.8,0.0,5.0
Esch,2022-12-07,19:00,1888,41.0,2.6,10.8,0.0,5.0
Luxembourg,2022-12-07,19:00,2040,29.0,2.6,10.8,0.0,5.0
Esch,2022-12-08,19:00,2012,52.0,1.2,10.8,0.0,5.0
Luxembourg,2022-12-08,19:00,2168,39.0,1.2,10.8,0.0,5.0
Esch,2022-12-09,19:00,2014,65.0,0.2,14.4,0.0,5.0
Luxembourg,2022-12-09,19:00,2122,32.0,0.2,14.4,0.0,5.0
Esch,2022-12-10,19:00,2194,55.0,-1.4,7.2,0.0,5.0
Luxembourg,2022-12-10,19:00,1832,49.0,-1.4,7.2,0.0,5.0
Esch,2022-12-11,19:00,1218,28.0,-2.0,7.2,0.0,5.0
Luxembourg,2022-12-11,19:00,1310,25.0,-2.0,7.2,0.0,5.0
Esch,2022-12-12,19:00,1844,58.0,-3.7,10.8,0.0,1.0
Luxembourg,2022-12-12,19:00,1938,55.0,-3.7,10.8,0.0,1.0
Esch,2022-12-13,19:00,1932,46.0,-3.7,18.0,0.0,5.0
Luxembourg,2022-12-13,19:00,2168,43.0,-3.7,18.0,0.0,5.0
Esch,2022-12-14,19:00,1808,51.0,-3.0,3.6,0.0,5.0
Luxembourg,2022-12-14,19:00,2144,45.0,-3.0,3.6,0.0,5.0
Esch,2022-12-15,19:00,1960,81.0,-3.0,21.6,0.0,1.0
Luxembourg,2022-12-15,19:00,2208,35.0,-3.0,21.6,0.0,1.0
Esch,2022-12-16,19:00,2052,75.0,-3.5,10.8,0.0,1.0
Luxembourg,2022-12-16,19:00,2116,67.0,-3.5,10.8,0.0,1.0
Esch,2022-12-17,19:00,1852,57.0,-8.0,14.4,0.0,1.0
Luxembourg,2022-12-17,19:00,1864,43.0,-8.0,14.4,0.0,1.0
Esch,2022-12-18,19:00,876,38.0,-4.2,14.4,0.0,5.0
Luxembourg,2022-12-18,19:00,974,46.0,-4.2,14.4,0.0,5.0
Esch,2022-12-19,19:00,1836,18.0,6.1,14.4,0.0,5.0
Luxembourg,2022-12-19,19:00,2016,60.0,6.1,14.4,0.0,5.0
Esch,2022-12-20,19:00,1916,16.0,9.2,14.4,1.6,7.0
Luxembourg,2022-12-20,19:00,2076,41.0,9.2,14.4,1.6,7.0
Esch,2022-12-21,19:00,1922,16.0,7.7,18.0,0.6,7.0
Luxembourg,2022-12-21,19:00,2018,26.0,7.7,18.0,0.6,7.0
Esch,2022-12-22,19:00,1780,35.0,9.0,18.0,1.2,7.0
Luxembourg,2022-12-22,19:00,2060,19.0,9.0,18.0,1.2,7.0
Esch,2022-12-23,19:00,1782,35.0,11.1,25.2,0.1,5.0
Luxembourg,2022-12-23,19:00,1622,8.0,11.1,25.2,0.1,5.0
Esch,2022-12-24,19:00,1476,33.0,8.2,14.4,0.0,5.0
Luxembourg,2022-12-24,19:00,568,13.0,8.2,14.4,0.0,5.0
Esch,2022-12-25,19:00,860,12.0,10.5,18.0,0.0,5.0
Luxembourg,2022-12-25,19:00,500,10.0,10.5,18.0,0.0,5.0
Esch,2022-12-26,19:00,956,26.0,6.5,28.8,0.0,1.0
Luxembourg,2022-12-26,19:00,660,10.0,6.5,28.8,0.0,1.0
Esch,2022-12-27,19:00,1308,32.0,3.0,10.8,0.0,1.0
Luxembourg,2022-12-27,19:00,1710,42.0,3.0,10.8,0.0,1.0
Esch,2022-12-28,19:00,1424,15.0,7.1,18.0,0.7,5.0
Luxembourg,2022-12-28,19:00,1586,18.0,7.1,18.0,0.7,5.0
Esch,2022-12-29,19:00,1470,37.0,6.5,21.6,0.0,1.0
Luxembourg,2022-12-29,19:00,1664,15.0,6.5,21.6,0.0,1.0
Esch,2022-12-30,19:00,1546,19.0,10.2,28.8,0.4,7.0
Luxembourg,2022-12-30,19:00,1452,7.0,10.2,28.8,0.4,7.0
Esch,2022-12-31,19:00,1306,16.0,13.2,25.2,0.0,5.0
Luxembourg,2022-12-31,19:00,696,14.0,13.2,25.2,0.0,5.0
Esch,2021-01-04,19:00,1248,29.0,0.0,14.4,0.0,1.0
Luxembourg,2021-01-04,19:00,1234,20.0,0.0,14.4,0.0,1.0
Esch,2021-01-05,19:00,1354,32.0,0.6,21.6,0.0,5.0
Luxembourg,2021-01-05,19:00,1322,23.0,0.6,21.6,0.0,5.0
Esch,2021-01-06,19:00,1258,70.0,0.7,18.0,0.0,5.0
Luxembourg,2021-01-06,19:00,1230,34.0,0.7,18.0,0.0,5.0
Esch,2021-01-07,19:00,1436,47.0,-0.5,14.4,0.0,5.0
Luxembourg,2021-01-07,19:00,1456,32.0,-0.5,14.4,0.0,5.0
Esch,2021-01-08,19:00,1578,43.0,0.2,14.4,0.0,7.0
Luxembourg,2021-01-08,19:00,1336,32.0,0.2,14.4,0.0,7.0
Esch,2021-01-09,19:00,1240,52.0,-1.0,14.4,0.0,1.0
Luxembourg,2021-01-09,19:00,836,36.0,-1.0,14.4,0.0,1.0
Esch,2021-01-10,19:00,1064,43.0,-1.2,14.4,0.0,1.0
Luxembourg,2021-01-10,19:00,586,44.0,-1.2,14.4,0.0,1.0
Esch,2021-01-11,19:00,1860,40.0,-0.4,21.6,0.0,5.0
Luxembourg,2021-01-11,19:00,1588,29.0,-0.4,21.6,0.0,5.0
Esch,2021-01-12,19:00,1922,79.0,3.0,14.4,0.0,5.0
Luxembourg,2021-01-12,19:00,1742,38.0,3.0,14.4,0.0,5.0
Esch,2021-01-13,19:00,1502,52.0,2.2,14.4,0.3,7.0
Luxembourg,2021-01-13,19:00,1628,35.0,2.2,14.4,0.3,7.0
Esch,2021-01-14,19:00,1504,13.0,-1.5,18.0,0.3,7.0
Luxembourg,2021-01-14,19:00,1690,24.0,-1.5,18.0,0.3,7.0
Esch,2021-01-15,19:00,1702,70.0,-1.5,21.6,0.0,1.0
Luxembourg,2021-01-15,19:00,1666,41.0,-1.5,21.6,0.0,1.0
Esch,2021-01-16,19:00,1314,28.0,-5.5,14.4,0.4,7.0
Luxembourg,2021-01-16,19:00,1336,48.0,-5.5,14.4,0.4,7.0
Esch,2021-01-17,19:00,998,49.0,1.7,14.4,0.0,5.0
Luxembourg,2021-01-17,19:00,618,27.0,1.7,14.4,0.0,5.0
Esch,2021-01-18,19:00,1772,46.0,2.0,14.4,0.0,5.0
Luxembourg,2021-01-18,19:00,1692,24.0,2.0,14.4,0.0,5.0
Esch,2021-01-19,19:00,1782,66.0,1.5,18.0,0.0,1.0
Luxembourg,2021-01-19,19:00,1706,50.0,1.5,18.0,0.0,1.0
Esch,2021-01-20,19:00,1770,13.0,7.7,18.0,0.0,5.0
Luxembourg,2021-01-20,19:00,1612,27.0,7.7,18.0,0.0,5.0
Esch,2021-01-21,19:00,1870,17.0,6.5,28.8,1.9,7.0
Luxembourg,2021-01-21,19:00,1662,27.0,6.5,28.8,1.9,7.0
Esch,2021-01-28,19:00,1714,34.0,9.5,28.8,1.3,5.0
Luxembourg,2021-01-28,19:00,1744,17.0,9.5,28.8,1.3,5.0
Esch,2021-01-29,19:00,1900,39.0,6.5,28.8,0.4,5.0
Luxembourg,2021-01-29,19:00,1708,19.0,6.5,28.8,0.4,5.0
Esch,2021-02-01,19:00,1798,42.0,6.2,14.4,0.1,5.0
Luxembourg,2021-02-01,19:00,1670,33.0,6.2,14.4,0.1,5.0
Esch,2021-02-02,19:00,1940,42.0,9.0,14.4,1.3,5.0
Luxembourg,2021-02-02,19:00,1660,22.0,9.0,14.4,1.3,5.0
Esch,2021-02-03,19:00,1738,31.0,9.1,39.6,1.4,5.0
Luxembourg,2021-02-03,19:00,1628,9.0,9.1,39.6,1.4,5.0
Esch,2021-02-04,19:00,1894,33.0,7.0,14.4,0.0,1.0
Luxembourg,2021-02-04,19:00,1814,44.0,7.0,14.4,0.0,1.0
Esch,2021-02-05,19:00,2112,56.0,7.1,3.6,0.0,5.0
Luxembourg,2021-02-05,19:00,1670,41.0,7.1,3.6,0.0,5.0
Esch,2021-02-06,19:00,1666,20.0,4.6,18.0,0.5,7.0
Luxembourg,2021-02-06,19:00,1326,24.0,4.6,18.0,0.5,7.0
Esch,2021-02-07,19:00,1162,28.0,1.7,10.8,0.0,5.0
Luxembourg,2021-02-07,19:00,580,23.0,1.7,10.8,0.0,5.0
Esch,2021-02-08,19:00,1716,49.0,-2.2,10.8,0.3,7.0
Luxembourg,2021-02-08,19:00,1672,28.0,-2.2,10.8,0.3,7.0
Esch,2021-02-10,19:00,1714,60.0,-5.9,11.0,0.0,1.0
Luxembourg,2021-02-10,19:00,1656,40.0,-5.9,11.0,0.0,1.0
Esch,2021-02-15,19:00,1786,58.0,4.5,18.0,0.0,5.0
Luxembourg,2021-02-15,19:00,1454,32.0,4.5,18.0,0.0,5.0
Esch,2021-02-19,19:00,2044,60.0,9.1,11.0,0.0,5.0
Luxembourg,2021-02-19,19:00,1640,29.0,9.1,11.0,0.0,5.0
Esch,2021-02-20,19:00,1870,59.0,11.7,14.4,0.0,1.0
Luxembourg,2021-02-20,19:00,1534,30.0,11.7,14.4,0.0,1.0
Esch,2021-02-21,19:00,1514,61.0,12.1,10.8,0.0,1.0
Luxembourg,2021-02-21,19:00,910,20.0,12.1,10.8,0.0,1.0
Esch,2021-02-22,19:00,1978,81.0,9.7,10.8,0.0,5.0
Luxembourg,2021-02-22,19:00,1618,62.0,9.7,10.8,0.0,5.0
Esch,2021-02-23,19:00,2064,26.0,14.5,14.4,0.0,1.0
Luxembourg,2021-02-23,19:00,1730,49.0,14.5,14.4,0.0,1.0
Esch,2021-02-24,19:00,2102,63.0,12.7,7.2,0.0,1.0
Luxembourg,2021-02-24,19:00,1720,74.0,12.7,7.2,0.0,1.0
Esch,2021-02-27,19:00,1980,33.0,5.2,21.6,0.0,1.0
Luxembourg,2021-02-27,19:00,1530,27.0,5.2,21.6,0.0,1.0
Esch,2021-02-28,19:00,1472,18.0,6.2,18.0,0.0,1.0
Luxembourg,2021-02-28,19:00,740,20.0,6.2,18.0,0.0,1.0
Esch,2021-03-01,19:00,2036,58.0,9.6,14.4,0.0,1.0
Luxembourg,2021-03-01,19:00,1842,33.0,9.6,14.4,0.0,1.0
Esch,2021-03-02,19:00,2102,72.0,11.2,7.2,0.0,1.0
Luxembourg,2021-03-02,19:00,1726,71.0,11.2,7.2,0.0,1.0
Esch,2021-03-04,19:00,2094,70.0,5.6,14.4,0.1,5.0
Luxembourg,2021-03-04,19:00,1814,36.0,5.6,14.4,0.1,5.0
Esch,2021-03-05,19:00,2114,51.0,3.0,18.0,0.0,5.0
Luxembourg,2021-03-05,19:00,1774,34.0,3.0,18.0,0.0,5.0
Esch,2021-03-06,19:00,1964,39.0,2.5,18.0,0.0,1.0
Luxembourg,2021-03-06,19:00,1492,31.0,2.5,18.0,0.0,1.0
Esch,2021-03-07,19:00,1426,64.0,4.7,7.2,0.0,1.0
Luxembourg,2021-03-07,19:00,806,35.0,4.7,7.2,0.0,1.0
Esch,2021-03-08,19:00,1940,58.0,4.0,14.4,0.0,5.0
Luxembourg,2021-03-08,19:00,1686,38.0,4.0,14.4,0.0,5.0
Esch,2021-03-09,19:00,2054,62.0,4.7,10.8,0.0,7.0
Luxembourg,2021-03-09,19:00,1824,35.0,4.7,10.8,0.0,7.0
Esch,2021-03-10,19:00,2014,38.0,7.7,14.4,0.0,5.0
Luxembourg,2021-03-10,19:00,1694,25.0,7.7,14.4,0.0,5.0
Esch,2021-03-11,19:00,2042,36.0,7.7,32.4,0.2,7.0
Luxembourg,2021-03-11,19:00,1740,12.0,7.7,32.4,0.2,7.0
Esch,2021-03-12,19:00,2010,39.0,3.0,32.4,0.1,7.0
Luxembourg,2021-03-12,19:00,1618,19.0,3.0,32.4,0.1,7.0
Esch,2021-03-13,19:00,1878,40.0,5.2,32.4,0.4,5.0
Luxembourg,2021-03-13,19:00,1362,12.0,5.2,32.4,0.4,5.0
Esch,2021-03-14,19:00,1198,53.0,3.5,18.0,0.1,7.0
Luxembourg,2021-03-14,19:00,742,26.0,3.5,18.0,0.1,7.0
Esch,2021-03-15,19:00,1858,54.0,4.7,21.6,0.0,5.0
Luxembourg,2021-03-15,19:00,1688,27.0,4.7,21.6,0.0,5.0
Esch,2021-03-16,19:00,1974,52.0,3.5,18.0,0.5,7.0
Luxembourg,2021-03-16,19:00,1680,26.0,3.5,18.0,0.5,7.0
Esch,2021-03-17,19:00,1978,64.0,3.7,18.0,0.0,5.0
Luxembourg,2021-03-17,19:00,1662,34.0,3.7,18.0,0.0,5.0
Esch,2021-03-18,19:00,2028,72.0,4.3,7.2,0.0,5.0
Luxembourg,2021-03-18,19:00,1870,43.0,4.3,7.2,0.0,5.0
Esch,2021-03-19,19:00,2022,49.0,3.0,18.0,0.0,1.0
Luxembourg,2021-03-19,19:00,1804,30.0,3.0,18.0,0.0,1.0
Esch,2021-03-20,19:00,1960,68.0,6.0,10.8,0.0,1.0
Luxembourg,2021-03-20,19:00,1534,52.0,6.0,10.8,0.0,1.0
Esch,2021-03-21,19:00,1498,50.0,5.5,18.0,0.0,5.0
Luxembourg,2021-03-21,19:00,764,13.0,5.5,18.0,0.0,5.0
Esch,2021-03-22,19:00,1858,52.0,5.1,10.8,0.0,5.0
Luxembourg,2021-03-22,19:00,1666,32.0,5.1,10.8,0.0,5.0
Esch,2021-03-24,19:00,2014,73.0,13.1,14.4,0.0,1.0
Luxembourg,2021-03-24,19:00,1736,63.0,13.1,14.4,0.0,1.0
Esch,2021-03-25,19:00,1888,59.0,8.6,10.8,0.0,5.0
Luxembourg,2021-03-25,19:00,1748,43.0,8.6,10.8,0.0,5.0
Esch,2021-03-31,19:00,1778,77.0,22.6,10.8,0.0,1.0
Luxembourg,2021-03-31,19:00,1670,75.0,22.6,10.8,0.0,1.0
Esch,2021-04-01,19:00,2104,84.0,20.7,21.6,0.0,5.0
Luxembourg,2021-04-01,19:00,1814,29.0,20.7,21.6,0.0,5.0
Esch,2021-04-02,19:00,2196,44.0,9.1,25.2,0.0,1.0
Luxembourg,2021-04-02,19:00,1602,17.0,9.1,25.2,0.0,1.0
Esch,2021-04-03,19:00,2022,41.0,9.2,25.2,0.0,1.0
Luxembourg,2021-04-03,19:00,1326,18.0,9.2,25.2,0.0,1.0
Esch,2021-04-04,19:00,1440,66.0,11.6,10.8,0.0,1.0
Luxembourg,2021-04-04,19:00,710,20.0,11.6,10.8,0.0,1.0
Esch,2021-04-05,19:00,1122,29.0,2.7,28.8,0.0,5.0
Luxembourg,2021-04-05,19:00,594,7.0,2.7,28.8,0.0,5.0
Esch,2021-04-06,19:00,2036,39.0,0.2,10.8,0.0,7.0
Luxembourg,2021-04-06,19:00,1952,14.0,0.2,10.8,0.0,7.0
Esch,2021-04-07,19:00,2090,67.0,4.0,28.8,0.0,5.0
Luxembourg,2021-04-07,19:00,1914,14.0,4.0,28.8,0.0,5.0
Esch,2021-04-08,19:00,1774,54.0,8.0,18.0,0.0,1.0
Luxembourg,2021-04-08,19:00,2028,36.0,8.0,18.0,0.0,1.0
Esch,2021-04-09,19:00,2204,31.0,13.2,18.0,0.0,5.0
Luxembourg,2021-04-09,19:00,2068,26.0,13.2,18.0,0.0,5.0
Esch,2021-04-10,19:00,1750,18.0,7.6,14.4,0.2,7.0
Luxembourg,2021-04-10,19:00,1298,21.0,7.6,14.4,0.2,7.0
Esch,2021-04-11,19:00,1164,39.0,2.0,21.6,1.1,7.0
Luxembourg,2021-04-11,19:00,704,13.0,2.0,21.6,1.1,7.0
Esch,2021-04-12,19:00,2070,58.0,5.5,14.4,0.0,5.0
Luxembourg,2021-04-12,19:00,1738,17.0,5.5,14.4,0.0,5.0
Esch,2021-04-13,19:00,2022,48.0,5.5,10.8,0.0,5.0
Luxembourg,2021-04-13,19:00,1758,19.0,5.5,10.8,0.0,5.0
Esch,2021-04-14,19:00,2082,52.0,5.5,18.0,0.0,5.0
Luxembourg,2021-04-14,19:00,1784,22.0,5.5,18.0,0.0,5.0
Esch,2021-04-15,19:00,2082,30.0,6.7,25.2,0.0,5.0
Luxembourg,2021-04-15,19:00,1778,18.0,6.7,25.2,0.0,5.0
Esch,2021-04-16,19:00,2110,37.0,6.1,21.6,0.0,5.0
Esch,2021-04-17,19:00,2248,36.0,10.0,25.2,0.0,5.0
Esch,2021-04-18,19:00,1326,33.0,10.1,18.0,0.1,5.0
Esch,2021-04-19,19:00,2068,26.0,8.2,18.0,0.1,7.0
Luxembourg,2021-04-19,19:00,1862,18.0,8.2,18.0,0.1,7.0
Esch,2021-04-20,19:00,2076,47.0,13.5,10.8,0.0,1.0
Luxembourg,2021-04-20,19:00,1994,20.0,13.5,10.8,0.0,1.0
Esch,2021-04-21,19:00,2108,57.0,14.7,25.2,0.0,5.0
Luxembourg,2021-04-21,19:00,1804,12.0,14.7,25.2,0.0,5.0
Esch,2021-04-22,19:00,1934,25.0,13.0,18.0,0.0,5.0
Luxembourg,2021-04-22,19:00,2052,15.0,13.0,18.0,0.0,5.0
Esch,2021-04-23,19:00,2174,30.0,15.0,14.4,0.0,1.0
Luxembourg,2021-04-23,19:00,1972,21.0,15.0,14.4,0.0,1.0
Esch,2021-04-24,19:00,2032,34.0,15.6,18.0,0.0,1.0
Luxembourg,2021-04-24,19:00,1924,12.0,15.6,18.0,0.0,1.0
Esch,2021-04-25,19:00,1940,24.0,13.0,25.2,0.0,1.0
Luxembourg,2021-04-25,19:00,1246,9.0,13.0,25.2,0.0,1.0
Esch,2021-04-26,19:00,2210,34.0,13.6,21.6,0.0,1.0
Luxembourg,2021-04-26,19:00,1856,17.0,13.6,21.6,0.0,1.0
Esch,2021-04-27,19:00,1986,43.0,15.7,10.8,0.0,1.0
Luxembourg,2021-04-27,19:00,1914,20.0,15.7,10.8,0.0,1.0
Esch,2021-04-28,19:00,2204,29.0,14.7,14.4,0.0,5.0
Luxembourg,2021-04-28,19:00,1854,13.0,14.7,14.4,0.0,5.0
Esch,2021-04-29,19:00,1934,53.0,9.2,21.6,0.0,1.0
Luxembourg,2021-04-29,19:00,2004,25.0,9.2,21.6,0.0,1.0
Esch,2021-04-30,19:00,2258,65.0,10.5,7.2,0.0,5.0
Luxembourg,2021-04-30,19:00,2046,30.0,10.5,7.2,0.0,5.0
Esch,2021-05-01,19:00,1796,39.0,11.5,18.0,0.0,5.0
Luxembourg,2021-05-01,19:00,1270,12.0,11.5,18.0,0.0,5.0
Esch,2021-05-02,19:00,1660,33.0,9.2,14.4,0.0,1.0
Luxembourg,2021-05-02,19:00,1004,13.0,9.2,14.4,0.0,1.0
Esch,2021-05-03,19:00,2148,33.0,12.0,25.2,0.0,5.0
Luxembourg,2021-05-03,19:00,1898,15.0,12.0,25.2,0.0,5.0
Esch,2021-05-04,19:00,2162,26.0,9.5,28.8,0.0,5.0
Luxembourg,2021-05-04,19:00,1704,15.0,9.5,28.8,0.0,5.0
Esch,2021-05-05,19:00,2262,28.0,4.7,18.0,0.0,1.0
Luxembourg,2021-05-05,19:00,1846,24.0,4.7,18.0,0.0,1.0
Esch,2021-05-06,19:00,2046,50.0,5.7,10.8,0.3,7.0
Luxembourg,2021-05-06,19:00,1818,25.0,5.7,10.8,0.3,7.0
Esch,2021-05-07,19:00,2212,61.0,11.2,10.8,0.0,1.0
Luxembourg,2021-05-07,19:00,2016,24.0,11.2,10.8,0.0,1.0
Esch,2021-05-08,19:00,1992,55.0,16.7,18.0,0.0,5.0
Luxembourg,2021-05-08,19:00,1658,21.0,16.7,18.0,0.0,5.0
Esch,2021-05-09,19:00,1858,20.0,22.2,25.2,0.0,1.0
Luxembourg,2021-05-09,19:00,1172,14.0,22.2,25.2,0.0,1.0
Esch,2021-05-10,19:00,2074,27.0,13.7,14.4,0.0,5.0
Luxembourg,2021-05-10,19:00,1740,19.0,13.7,14.4,0.0,5.0
Esch,2021-05-11,19:00,2130,43.0,11.1,14.4,0.4,7.0
Luxembourg,2021-05-11,19:00,1880,23.0,11.1,14.4,0.4,7.0
Esch,2021-05-12,19:00,2156,53.0,15.0,10.8,0.0,1.0
Luxembourg,2021-05-12,19:00,1878,20.0,15.0,10.8,0.0,1.0
Esch,2021-05-13,19:00,1656,32.0,13.0,18.0,0.0,5.0
Luxembourg,2021-05-13,19:00,974,9.0,13.0,18.0,0.0,5.0
Esch,2021-05-14,19:00,2154,31.0,14.5,14.4,0.3,5.0
Luxembourg,2021-05-14,19:00,1698,9.0,14.5,14.4,0.3,5.0
Esch,2021-05-15,19:00,1806,36.0,8.7,18.0,0.4,7.0
Luxembourg,2021-05-15,19:00,1508,13.0,8.7,18.0,0.4,7.0
Esch,2021-05-16,19:00,1426,28.0,11.0,14.4,0.8,5.0
Luxembourg,2021-05-16,19:00,930,14.0,11.0,14.4,0.8,5.0
Esch,2021-05-17,19:00,2128,44.0,12.0,21.6,0.4,7.0
Luxembourg,2021-05-17,19:00,1834,24.0,12.0,21.6,0.4,7.0
Esch,2021-05-18,19:00,2120,39.0,11.2,10.8,1.0,5.0
Luxembourg,2021-05-18,19:00,1882,22.0,11.2,10.8,1.0,5.0
Esch,2021-05-19,19:00,2128,41.0,10.2,14.4,0.3,5.0
Luxembourg,2021-05-19,19:00,1830,20.0,10.2,14.4,0.3,5.0
Esch,2021-05-21,19:00,2246,24.0,14.1,28.8,0.0,1.0
Luxembourg,2021-05-21,19:00,1830,11.0,14.1,28.8,0.0,1.0
Esch,2021-05-22,19:00,1894,36.0,10.7,25.2,0.7,5.0
Luxembourg,2021-05-22,19:00,1588,11.0,10.7,25.2,0.7,5.0
Esch,2021-05-23,19:00,1746,28.0,13.5,18.0,0.0,5.0
